id;Cod.;Descrizione;Tipologia;Categoria;Sottocategoria;Cod. Udm;Cod. Iva;Listino 1;Listino 2;Listino 3;Formula listino 1;Formula listino 2;Formula listino 3;Note;Cod. a barre;Internet;Produttore;Extra 1;Extra 2;Extra 3;Extra 4;Cod. fornitore;Fornitore;Cod. prod. forn.;Prezzo forn.;Note fornitura;Ord. a multipli di;Gg. ordine;Scorta min.;Ubicazione;Tot. q.tà caricata;Tot. q.tà scaricata;Q.tà giacenza;Q.tà impegnata;Q.tà disponibile;Q.tà in arrivo;Vendita media mensile;Stima data fine magazz.;Stima data prossimo ordine;Data primo carico;Data ultimo carico;Data ultimo scarico;Costo medio d'acq.;Ultimo costo d'acq.;Prezzo medio vend.;Stato magazzino;Immagine
180;00397;"Manicotto OTTONE 1"" FEMMINA-FEMMINA";Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;;;;;;;;;;;;0;0;SCAF 16A RIP  POS  PIANO 4;1;0;1;0;1;0;0;;;05/11/2025;05/11/2025;;;;;Regolare;00397 -- 000 (605).jpg
181;00398;Manicotto OTTONE 1/2 FEMMINA-FEMMINA;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;;;;;;;;;;;;0;0;SCAF 16A RIP  POS  PIANO 4;2;0;2;0;2;0;0;;;05/11/2025;07/01/2026;;;;;Regolare;00398 -- 000 (606).jpg
182;00373;Manicotto prolunga L100 mm da 1° pollice maschio/maschio ottone;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;;;;;;;;;;;;0;0;SCAF 16A RIP  POS  PIANO 4;1;0;1;0;1;0;0;;;04/11/2025;04/11/2025;;;;;Regolare;00373 -- 000 (584).jpeg
183;00375;Manicotto prolunga L66mm da 1/2 pollice femmina/femmina ottone;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;;;;;;;;;;;;0;0;SCAF 16A RIP  POS  PIANO 4;1;0;1;0;1;0;0;;;29/09/2021;29/09/2021;;;;;Regolare;00375 -- 000 (210).jpeg
184;00374;Manicotto prolunga L80 mm da 1° pollice maschio/maschio ottone;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;;;;;;;;;;;;0;0;SCAF 16A RIP  POS  PIANO 4;1;0;1;0;1;0;0;;;04/11/2025;04/11/2025;;;;;Regolare;00374 -- 000 (585).jpeg
185;MOLLA-TIMONE-IMBALLATRICE;MoLLA PER TIMONE IMBALLATRCE (ROBOTTINO);Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;PARANUNZIO;;;;;0101;Pannelli Termici Srl;;;;;0;0;SCAFFALE 5 PIANO 2;1;0;1;0;1;0;0;;;07/08/2023;07/08/2023;;;;;Regolare;MOLLA-TIMONE-IMBALLATRICE -- 000 (457).jpg
186;00328;Molle di ricambio per imballatrici;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;;;;;;;;;;;;0;0;SCAF 16A RIP POS PIANO2;3;0;3;0;3;0;0;;;20/05/2025;20/05/2025;;;;;Regolare;
187;00442;Molle di ricambio per ventose carico lastre 1200 e 2400 diverse durezze;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;;;;;;;;;;;;0;0;SCAF 15A RIP  POS  PIANO 5;10;0;10;0;10;0;0;;;10/11/2025;10/11/2025;;;;;Regolare;
188;NASTRO-ADESIVO-GIALLO/NERO;nastro nero e giallo per indicare corsia adesivo,50mmx0,7mmx30m;Art. con magazzino;MATERIALE DI CONSUMO;;mt;22;;;;;;;;;;;;;;;;;;;;;0;0;SCAFFALE 8 PIANO 2;12;0;12;0;12;0;0;;;30/09/2021;30/09/2021;;;;;Regolare;NASTRO-ADESIVO-GIALLO-NERO -- 000 (218).jpeg
189;00411;"Niples ""1"" 1/4 Maschio-Maschio ghisa";Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;aignep;;;;;;;02000000103NB;;;;0;0;SCAF 16A RIP  POS  PIANO 4;1;0;1;0;1;0;0;;;06/11/2025;06/11/2025;;;;;Regolare;00411 -- 000 (619).jpg
190;NIPLES-1/4-M/M;Niples 1/4 Maschio-Maschio;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;aignep;;;;;;;02000000103NB;;;;0;0;SCAFFALE 12 PIANO 6;15;0;15;0;15;0;0;;;23/09/2021;07/11/2025;;;;;Regolare;NIPLES-1-4-M-M -- 000 (60).jpg
191;NIPLES-F-F-1/8;Niples 1/8 FEMMINA FEMMINA;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;aignep;;;;;;;;;;;0;0;SCAF 12 P  POSTO 2/D;3;0;3;0;3;0;0;;;04/03/2024;04/03/2024;;;;;Regolare;NIPLES-F-F-1-8 -- 000 (502).jpg
192;00410;Niples 3/4 Maschio-Maschio ghisa;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;aignep;;;;;;;02000000103NB;;;;0;0;SCAF 16A RIP  POS  PIANO 4;5;0;5;0;5;0;0;;;06/11/2025;06/11/2025;;;;;Regolare;00410 -- 000 (618).jpg
193;00416;Niples idraulico 3/8 Maschio-Maschio;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;aignep;;;;;;;02000000103NB;;;;0;0;SCAF 16A RIP  POS  PIANO 4;6;0;6;0;6;0;0;;;06/11/2025;06/11/2025;;;;;Regolare;00416 -- 000 (624).jpg
194;00384;niples maschio/maschio 1°pollice ottone;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;AIGNEP;;;;;;;;;;;0;0;SCAF 16A RIP  POS  PIANO 4;1;0;1;0;1;0;0;;;04/11/2025;04/11/2025;;;;;Regolare;00384 -- 000 (592).jpeg
195;00457;Niples PNEUMATICO CONICO 3/8 Maschio-Maschio;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;aignep;;;;;;;02000000103NB;;;;0;0;SCAF 12 RIP  POS  PIANO 6;2;0;2;0;2;0;0;;;11/11/2025;11/11/2025;;;;;Regolare;00457 -- 000 (662).jpg
196;OLIO-PNEUMATICO-VAPORIZZATORE;Olio per sistema di vaporizzazione pneumatica Ip 1LT;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;IP;;;;;;;BV-E15;;;;0;0;SCAFFALE 2 PIANO 3;2;0;2;0;2;0;0;;;24/09/2021;24/09/2021;;;;;Regolare;
197;OLIO-PNEUMATICO-NEBULIZZATORI;Olio Pneumatico per nebulizzatori impianto pneumatico;Art. con magazzino;MATERIALE DI CONSUMO;;l;22;;;;;;;;;;gaglioti;;;;;2082;GAGLIOTI RICAMBI INDUSTRIALI DI GAGLIOTI DANTE E C. S.N.C.;olioatellab155;€ 81,10;;;0;0;;5;0;5;0;5;0;0;;;27/01/2025;27/01/2025;;€ 81,10;€ 81,10;;Regolare;
198;STRIP-B5-H32-L2500-PETTINE;"Pettine Strip lineari con filamenti in polipropilene nero liscio (PPL N.L.).

A mm32
B mm5
C mm5
L mm2500
S mm27
CO/IS pack25
Art.Base 5 con barcode
FiloPPL nero liscio
Ø Filo";Art. con magazzino;MATERIALE DI CONSUMO;;mt;22;;;;;;;"A mm32
B mm5
C mm5
L mm2500
S mm27
CO/IS pack25
Art.Base 5 con barcode
FiloPPL nero liscio
Ø Filo";8006581011284;;;;;;;;;38000532;;;;0;0;;20;0;20;0;20;0;0;;;24/02/2025;24/02/2025;;;;;Regolare;STRIP-B5-H32-L2500-PETTINE -- 000 (533).jpg
199;00388;porta gomma 1/2 OTTONE PER TUBO DIAMETRO 15;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;aignep;;;;;;;;;;;0;0;SCAF 16A RIP  POS  PIANO 4;3;0;3;0;3;0;0;;;05/11/2025;05/11/2025;;;;;Regolare;00388 -- 000 (596).jpg
200;00387;porta gomma 3/4 OTTONE PER TUBO DIAMETRO 20;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;aignep;;;;;;;;;;;0;0;SCAF 16A RIP  POS  PIANO 4;5;0;5;0;5;0;0;;;05/11/2025;05/11/2025;;;;;Regolare;00387 -- 000 (595).jpg
201;00426;porta gomma 3/8 OTTONE PER TUBO DIAMETRO 13;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;aignep;;;;;;;;;;;0;0;SCAF 16A RIP  POS  PIANO 4;1;0;1;0;1;0;0;;;10/11/2025;10/11/2025;;;;;Regolare;00426 -- 000 (634).jpg
202;00406;porta gomma femmina 1/2 PER TUBO DIAMETRO 13 zincato;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;aignep;;;;;;;;;;;0;0;SCAF 16A RIP  POS  PIANO 4;2;0;2;0;2;0;0;;;06/11/2025;07/01/2026;;;;;Regolare;00406 -- 000 (614).jpg
203;00409;"porta gomma maschio ""1"" zincato PER TUBO DIAMETRO 25";Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;aignep;;;;;;;;;;;0;0;SCAF 16A RIP  POS  PIANO 4;1;0;1;0;1;0;0;;;06/11/2025;06/11/2025;;;;;Regolare;00409 -- 000 (617).jpeg
204;00425;"porta gomma maschio ""1/2"" zincato PER TUBO DIAMETRO 14";Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;aignep;;;;;;;;;;;0;0;SCAF 16A RIP  POS  PIANO 4;13;0;13;0;13;0;0;;;10/11/2025;07/01/2026;;;;;Regolare;00425 -- 000 (633).jpeg
205;00405;porta gomma maschio 1/2 PER TUBO DIAMETRO 17 zincato;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;aignep;;;;;;;;;;;0;0;SCAF 16A RIP  POS  PIANO 4;8;0;8;0;8;0;0;;;06/11/2025;10/11/2025;;;;;Regolare;00405 -- 000 (613).jpg
206;00408;porta gomma maschio 3/4 zincato PER TUBO DIAMETRO 17;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;aignep;;;;;;;;;;;0;0;SCAF 16A RIP  POS  PIANO 4;1;0;1;0;1;0;0;;;06/11/2025;06/11/2025;;;;;Regolare;00408 -- 000 (616).jpeg
207;00427;porta gomma maschio 3/8  PER TUBO DIAMETRO 17 zincato;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;aignep;;;;;;;;;;;0;0;SCAF 16A RIP  POS  PIANO 4;2;0;2;0;2;0;0;;;10/11/2025;10/11/2025;;;;;Regolare;00427 -- 000 (635).jpg
208;PORTAGOMMA-DRI-1/8-14;porta gomma per tubo di gomma da marchio 1/8 a diametro 14;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;aignep;;;;;;;;;;;0;0;SCAFFALE 12 PIANO 6;4;0;4;0;4;0;0;;;27/07/2023;27/07/2023;;;;;Regolare;PORTAGOMMA-DRI-1-8-14 -- 000 (438).jpg
209;PORTAGOMMA-DRITTO-M3/8-14;porta gomma per tubo di gomma da marchio 3/8 a diametro 14;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;aignep;;;;;;;62340 00 44 CN 00;;;;0;0;SCAFFALE 12 PIANO 6;3;0;3;0;3;0;0;;;05/10/2021;05/10/2021;;;;;Regolare;PORTAGOMMA-DRITTO-M3-8-14 -- 000 (250).jpg
210;PRESA-16A-3POLI-IP44-FEMM;presa FEMMINA 2 poli piu la terra16A;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;eac;;;;;2084;D'ELPIDIO S.R.L;;;;;0;0;SCAFFALE 14 PIANO 4;7;0;7;0;7;0;0;;;19/01/2023;20/01/2023;;;;;Regolare;PRESA-16A-3POLI-IP44-FEMM -- 000 (392).jpg
211;PRESA-32A-4POLI-IP44-MFEMMINA;presa FEMMINA 3POLI + TERRA 32A;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;eac;;;;;2084;D'ELPIDIO S.R.L;;;;;0;0;SCAFFALE 14 PIANO 4;1;0;1;0;1;0;0;;;19/01/2023;19/01/2023;;;;;Regolare;PRESA-32A-4POLI-IP44-MFEMMINA -- 000 (394).jpg
212;PRESA-16A-3POLI-IP44;presa maschio 2 poli piu la terra16A;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;8001636222363;;eac;;;;;2084;D'ELPIDIO S.R.L;;;;;0;0;SCAFFALE 14 PIANO 4;4;0;4;0;4;0;0;;;19/01/2023;20/01/2023;;;;;Regolare;PRESA-16A-3POLI-IP44 -- 000 (391).jpg
213;PRESA-32A-4POLI-IP44-MASCHIO;presa MASCHIO 3POLI + TERRA 32A;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;eac;;;;;2084;D'ELPIDIO S.R.L;;;;;0;0;SCAFFALE 14 PIANO 4;1;0;1;0;1;0;0;;;19/01/2023;19/01/2023;;;;;Regolare;PRESA-32A-4POLI-IP44-MASCHIO -- 000 (393).jpg
214;00434;Raccordo 1/2 pollice fem/fem ghisa;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;aignep;;;;;2047;Di Emidio Srl;;;;;0;0;SCAF 16A RIP  POS  PIANO 4;1;0;1;0;1;0;0;;;10/11/2025;10/11/2025;;;;;Regolare;00434 -- 000 (642).jpeg
215;00390;"Raccordo A ""T"" 1 POLLICE OTTONE 3 FEMMINE";Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;aignep;;;;;2047;Di Emidio Srl;;;;;0;0;SCAF 16A RIP  POS  PIANO 4;3;0;3;0;3;0;0;;;05/11/2025;05/11/2025;;;;;Regolare;00390 -- 000 (598).jpg
216;00451;"Raccordo a ""T"" 2  rapido  M 1/4 per tubo 8";Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;aignep;;;;;;;50230 00 003;;;;0;0;SCAFFALE 12 PIANO 6;1;0;1;0;1;0;0;;;11/11/2025;11/11/2025;;;;;Regolare;00451 -- 000 (656).jpg
217;00450;"Raccordo a ""T"" 2  rapido  M 1/8 per tubo 8";Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;aignep;;;;;;;50230 00 003;;;;0;0;SCAFFALE 12 PIANO 6;5;0;5;0;5;0;0;;;11/11/2025;11/11/2025;;;;;Regolare;00450 -- 000 (655).jpg
218;00456;"Raccordo a ""T"" 2 per tubo 12 A TUBO 6";Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;aignep;;;;;;;50230 00 003;;;;0;0;SCAFFALE 12 PIANO 6;1;0;1;0;1;0;0;;;11/11/2025;11/11/2025;;;;;Regolare;00456 -- 000 (661).jpg
219;00391;"Raccordo A ""T"" 3/4 OTTONE 3 FEM";Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;aignep;;;;;2047;Di Emidio Srl;;;;;0;0;SCAF 16A RIP  POS  PIANO 4;3;0;3;0;3;0;0;;;05/11/2025;05/11/2025;;;;;Regolare;00391 -- 000 (599).jpg
220;00431;"Raccordo A ""T"" GHISA  2 FEM laterali 3/4   fem sotto 1/2";Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;aignep;;;;;2047;Di Emidio Srl;;;;;0;0;SCAF 16A RIP  POS  PIANO 4;3;0;3;0;3;0;0;;;10/11/2025;10/11/2025;;;;;Regolare;00431 -- 000 (639).jpeg
221;00455;"Raccordo a ""Y"" 2  rapido  M 1/4 per tubo 8";Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;aignep;;;;;;;50230 00 003;;;;0;0;SCAFFALE 12 PIANO 6;1;0;1;0;1;0;0;;;11/11/2025;11/11/2025;;;;;Regolare;00455 -- 000 (660).jpeg
222;RACCORDO-CROCE-10;Raccordo a croce INNESTO RAPIDO tubo 10;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;aignep;;;;;;;;;;;0;0;SCAFFALE 12 PIANO 6;3;0;3;0;3;0;0;;;29/09/2021;29/09/2021;;;;;Regolare;RACCORDO-CROCE-10 -- 000 (213).jpg
223;RACC-T-1/4-TUBO-10;Raccordo a T RACC-T-1/4-TUBO-10;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;aignep;;;;;;;;;;;0;0;SCAFFALE 12 PIANO 6;23;0;23;0;23;0;0;;;07/04/2023;07/04/2023;;;;;Regolare;RACC-T-1-4-TUBO-10 -- 000 (425).jpg
224;RACC-ANG90°-10;Raccordo Angolare a 90° doppio NNESTO RAPIDO tubo 10;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;aignep;;;;;;;;;;;0;0;SCAFFALE 12 PIANO 6;7;0;7;0;7;0;0;;;29/09/2021;29/09/2021;;;;;Regolare;RACC-ANG90°-10 -- 000 (212).jpg
225;RACC-ANG90°-8;Raccordo Angolare a 90° doppio NNESTO RAPIDO tubo 8;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;aignep;;;;;;;;;;;0;0;SCAFFALE 12 PIANO 6;1;0;1;0;1;0;0;;;04/03/2024;04/03/2024;;;;;Regolare;RACC-ANG90°-8 -- 000 (486).jpg
226;00477;Raccordo Angolare a 90° ghisa 1/2 pollice fem/fem;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;aignep;;;;;2047;Di Emidio Srl;;;;;0;0;SCAF 16A RIP  POS  PIANO 4;1;0;1;0;1;0;0;;;25/11/2025;25/11/2025;;;;;Regolare;00477 -- 000 (682).jpeg
227;RACC-ANG90°-M1/2-12-SNODO;Raccordo Angolare a 90° maschio filettato 1/2 a tubo 12 TESTA SNODATA;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;aignep;;;;;2047;Di Emidio Srl;;;;;0;0;SCAFFALE 12 PIANO 6;4;0;4;0;4;0;0;;;14/10/2021;14/10/2021;;;;;Regolare;RACC-ANG90°-M1-2-12-SNODO -- 000 (279).jpg
228;00443;Raccordo Angolare a 90° maschio filettato 1/2 a tubo 14 TESTA SNODATA;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;aignep;;;;;2047;Di Emidio Srl;;;;;0;0;SCAFFALE 12 PIANO 6;5;0;5;0;5;0;0;;;10/11/2025;10/11/2025;;;;;Regolare;00443 -- 000 (649).jpg
229;RACC-ANG90°-M1/4-10;Raccordo Angolare a 90° maschio filettato 1/4 a tubo 10 INNESTO RAPIDO;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;aignep;;;;;;;60110 X0 008;;;;0;0;SCAFFALE 12 PIANO 6;6;0;6;0;6;0;0;;;27/09/2021;07/04/2023;;;;;Regolare;RACC-ANG90°-M1-4-10 -- 000 (136).jpg
230;00534;Raccordo Angolare a 90° maschio filettato 1/4 a tubo 8;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;aignep;;;;;;;;;;;0;0;SCAFFALE 12 PIANO 6;20;0;20;0;20;0;0;;;28/09/2021;28/11/2025;;;;;Regolare;00534 -- 000 (185).jpg
231;RACC-ANG90°-M1/8-10;Raccordo Angolare a 90° maschio filettato 1/8 a tubo 10;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;aignep;;;;;;;;;;;0;0;SCAFFALE 12 PIANO 6;2;0;2;0;2;0;0;;;13/10/2022;13/10/2022;;;;;Regolare;RACC-ANG90°-M1-8-10 -- 000 (360).jpg
232;00444;Raccordo Angolare a 90° maschio filettato 1/8 a tubo 6;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;aignep;;;;;;;;;;;0;0;SCAFFALE 12 PIANO 6;18;0;18;0;18;0;0;;;10/11/2025;14/11/2025;;;;;Regolare;00444 -- 000 (650).jpg
233;00454;Raccordo Angolare a 90° maschio filettato M5  a tubo 6;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;aignep;;;;;;;;;;;0;0;SCAFFALE 12 PIANO 6;1;0;1;0;1;0;0;;;11/11/2025;11/11/2025;;;;;Regolare;00454 -- 000 (659).jpg
234;00436;Raccordo Angolare a 90° ottone 1 pollice fem/fem;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;aignep;;;;;2047;Di Emidio Srl;;;;;0;0;SCAF 16A RIP  POS  PIANO 4;5;0;5;0;5;0;0;;;10/11/2025;12/01/2026;;;;;Regolare;00436 -- 000 (644).jpg
235;00363;Raccordo Angolare a 90° ottone 1/2 pollice fem/fem;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;aignep;;;;;2047;Di Emidio Srl;;;;;0;0;SCAF 16A RIP  POS  PIANO 4;3;0;3;0;3;0;0;;;03/11/2025;03/11/2025;;;;;Regolare;00363 -- 000 (575).jpg
236;00364;Raccordo Angolare a 90° ottone 1/2 pollice Maschio/fem;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;aignep;;;;;2047;Di Emidio Srl;;;;;0;0;SCAF 16A RIP  POS  PIANO 4;8;0;8;0;8;0;0;;;03/11/2025;04/11/2025;;;;;Regolare;00364 -- 000 (576).jpg
237;00365;Raccordo Angolare a 90° ottone 3/4 pollice fem/fem;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;aignep;;;;;2047;Di Emidio Srl;;;;;0;0;SCAF 16A RIP  POS  PIANO 4;5;0;5;0;5;0;0;;;04/11/2025;04/11/2025;;;;;Regolare;00365 -- 000 (577).jpg
238;00366;Raccordo Angolare a 90° ottone 3/4 pollice masch/fem;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;aignep;;;;;2047;Di Emidio Srl;;;;;0;0;SCAF 16A RIP  POS  PIANO 4;2;0;2;0;2;0;0;;;04/11/2025;04/11/2025;;;;;Regolare;00366 -- 000 (578).jpg
239;RACC.ANG90°-M3/8-10;RACCORDO ANGOLARE MASCHIO CILINDRICO 3/8 PER TUBO 10;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;aignep;;;;;;;5702000009;;;;0;0;SCAFFALE 12 PIANO 6;2;0;2;0;2;0;0;;;07/04/2023;07/04/2023;;;;;Regolare;RACC ANG90°-M3-8-10 -- 000 (426).jpg
240;RACC-DRI-INN.RAP.TUBO6/4;RACCORDO DIRITTO INNESTO RAPIDO TUBO 6 TUBO 4;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;aignep;;;;;;;;;;;0;0;SCAFFALE 12 PIANO 6;3;0;3;0;3;0;0;;;28/07/2023;28/07/2023;;;;;Regolare;RACC-DRI-INN RAP TUBO6-4 -- 000 (441).jpg
241;RACC-DRI-1/2-10;RACCORDO DIRITTO MASCHIO CILINDRICO 1/2 PER TUBO 10;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;aignep;;;;;;;5002000n10;;;;0;0;SCAFFALE 12 PIANO 6;4;0;4;0;4;0;0;;;13/10/2022;13/10/2022;;;;;Regolare;RACC-DRI-1-2-10 -- 000 (359).jpg
242;RACC-DRI-M1/4-10;RACCORDO DIRITTO MASCHIO CILINDRICO 1/4 PER TUBO 10;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;aignep;;;;;;;5002000n08;;;;0;0;SCAFFALE 12 PIANO 6;14;0;14;0;14;0;0;;;23/09/2021;27/09/2021;;;;;Regolare;RACC-DRI-M1-4-10 -- 000 (65).jpg
243;RACC-DRI-M1/4-6;RACCORDO DIRITTO MASCHIO CILINDRICO 1/4 PER TUBO 6;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;aignep;;;;;;;5002000n04;;;;0;0;SCAFFALE 12 PIANO 6;10;0;10;0;10;0;0;;;23/09/2021;23/09/2021;;;;;Regolare;RACC-DRI-M1-4-6 -- 000 (67).jpg
244;RACC-DRI-M1/4-8;RACCORDO DIRITTO MASCHIO CILINDRICO 1/4 PER TUBO 8;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;aignep;;;;;;;5702000006;;;;0;0;SCAFFALE 12 PIANO 6;21;0;21;0;21;0;0;;;23/09/2021;09/06/2023;;;;;Regolare;RACC-DRI-M1-4-8 -- 000 (63).jpg
245;RACC-DRI-M1/8-8;RACCORDO DIRITTO MASCHIO CILINDRICO 1/8 PER TUBO 8;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;aignep;;;;;;;5702000005;;;;0;0;SCAFFALE 12 PIANO 6;22;0;22;0;22;0;0;;;23/09/2021;23/09/2021;;;;;Regolare;RACC-DRI-M1-8-8 -- 000 (64).jpg
246;RACC-DRI-M3/8-10;RACCORDO DIRITTO MASCHIO CILINDRICO 3/8 PER TUBO 10;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;aignep;;;;;;;5702000009;;;;0;0;SCAFFALE 12 PIANO 6;14;0;14;0;14;0;0;;;23/09/2021;28/09/2021;;;;;Regolare;RACC-DRI-M3-8-10 -- 000 (61).jpg
247;00448;RACCORDO DIRITTO MASCHIO FILETTATP 1/2  PER TUBO 12;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;aignep;;;;;;;;;;;0;0;SCAFFALE 12 PIANO 6;2;0;2;0;2;0;0;;;11/11/2025;11/11/2025;;;;;Regolare;00448 -- 000 (653).jpg
248;00447;RACCORDO DIRITTO MASCHIO FILETTATP 1/4 PER TUBO 12;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;aignep;;;;;;;;;;;0;0;SCAFFALE 12 PIANO 6;3;0;3;0;3;0;0;;;23/09/2021;11/11/2025;;;;;Regolare;00447 -- 000 (76).jpg
249;00449;RACCORDO DIRITTO MASCHIO FILETTATP 3/8  PER TUBO 12;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;aignep;;;;;;;;;;;0;0;SCAFFALE 12 PIANO 6;2;0;2;0;2;0;0;;;11/11/2025;11/11/2025;;;;;Regolare;00449 -- 000 (654).jpg
250;00452;RACCORDO DIRITTO MASCHIO M5 PER TUBO 6;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;aignep;;;;;;;5002000n04;;;;0;0;SCAFFALE 12 PIANO 6;3;0;3;0;3;0;0;;;11/11/2025;11/11/2025;;;;;Regolare;00452 -- 000 (657).jpg
251;BOCCHETTONE-DRITTO-M3/8-F1/2;Raccordo dritto a giunto libero;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;;;;;;;;;;;;0;0;SCAFFALE 12 PIANO 6;11;0;11;0;11;0;0;;;29/09/2021;14/10/2021;;;;;Regolare;BOCCHETTONE-DRITTO-M3-8-F1-2 -- 000 (208).jpeg
252;RACC-DRI-10;Raccordo Dritto Intermedio per tubo 10 RACC-DRI-10;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;aignep;;;;;;;55040000056;;;;0;0;SCAFFALE 12 PIANO 6;17;0;17;0;17;0;0;;;23/09/2021;07/04/2023;;;;;Regolare;RACC-DRI-10 -- 000 (73).jpg
253;RACC-DRI-4;Raccordo Dritto Intermedio per tubo 4 RACC-DRI-4;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;aignep;;;;;;;;;;;0;0;SCAFFALE 12 PIANO 6;0;0;0;0;0;0;0;;;;;;;;;Esaurito;RACC-DRI-4 -- 000 (424).jpg
