id;Cod.;Descrizione;Tipologia;Categoria;Sottocategoria;Cod. Udm;Cod. Iva;Listino 1;Listino 2;Listino 3;Formula listino 1;Formula listino 2;Formula listino 3;Note;Cod. a barre;Internet;Produttore;Extra 1;Extra 2;Extra 3;Extra 4;Cod. fornitore;Fornitore;Cod. prod. forn.;Prezzo forn.;Note fornitura;Ord. a multipli di;Gg. ordine;Scorta min.;Ubicazione;Tot. q.tà caricata;Tot. q.tà scaricata;Q.tà giacenza;Q.tà impegnata;Q.tà disponibile;Q.tà in arrivo;Vendita media mensile;Stima data fine magazz.;Stima data prossimo ordine;Data primo carico;Data ultimo carico;Data ultimo scarico;Costo medio d'acq.;Ultimo costo d'acq.;Prezzo medio vend.;Stato magazzino;Immagine
254;RACC-DRI-6;Raccordo Dritto Intermedio per tubo 6;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;aignep;;;;;;;5504000004;;;;0;0;SCAFFALE 12 PIANO 6;14;0;14;0;14;0;0;;;23/09/2021;05/10/2021;;;;;Regolare;RACC-DRI-6 -- 000 (71).jpg
255;00435;Raccordo idraulico eccentrico 1/2 maschio 3/4 maschio zincato;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;aignep;;;;;2047;Di Emidio Srl;;;;;0;0;SCAF 16A RIP  POS  PIANO 4;4;0;4;0;4;0;0;;;10/11/2025;10/11/2025;;;;;Regolare;00435 -- 000 (643).jpeg
256;00437;Raccordo in tre pezzi diritto da  1/2 pollice;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;aignep;;;;;2047;Di Emidio Srl;;;;;0;0;SCAF 16A RIP  POS  PIANO 4;2;0;2;0;2;0;0;;;10/11/2025;10/11/2025;;;;;Regolare;00437 -- 000 (645).jpeg
257;RACCORDO-M-PISTOLA-ARIA;Raccordo maschio con dado fresato per pistola ad aria compressa;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;;;;;;;;;;;;0;0;SCAFFALE 12 PIANO 6;1;0;1;0;1;0;0;;;24/09/2021;24/09/2021;;;;;Regolare;RACCORDO-M-PISTOLA-ARIA -- 000 (109).jpg
258;REGOLATORE-FLUSSO-CACCIAVITE-TUBO4-M5;Regolatore di Flusso con regolazione a cacciavite da tubo 4 A M5;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;0895300001   -00010;;AIGNEP;;;;;2047;Di Emidio Srl;;;;;0;0;SCAFFALE 12 PIANO 7;10;0;10;0;10;0;0;;;28/07/2023;28/07/2023;;;;;Regolare;REGOLATORE-FLUSSO-CACCIAVITE-TUBO4-M5 -- 000 (448).jpg
259;00459;Regolatore di Flusso con regolazione a cacciavite da tubo 6 a 1/8;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;AIGNEP;;;;;2047;Di Emidio Srl;AIG0895300003;€ 7,86;;;0;0;SCAF 12 RIP  POS  PIANO 7;12;0;12;0;12;0;0;;;14/11/2025;14/11/2025;;;;;Regolare;00459 -- 000 (664).jpg
260;00453;Regolatore di Flusso con regolazione a cacciavite da tubo 8 a 1/8;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;AIGNEP;;;;;2047;Di Emidio Srl;AIG0895300003;€ 7,86;;;0;0;SCAF 12 RIP  POS  PIANO6;2;0;2;0;2;0;0;;;11/11/2025;11/11/2025;;;;;Regolare;00453 -- 000 (658).jpg
261;REG.UNI-M12-D8;"REGOLATORE UNIDIREZIONALE ORIENTABILE PER CILINDRO REGOLAZIONE MANUALE - ""CILINDRICO"" M-12 PER TUBO 8";Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;AIGNEP;;;;;;;0895300006;;;;0;0;SCAFFALE 12 PIANO 7;8;0;8;0;8;0;0;;;04/03/2024;04/03/2024;;;;;Regolare;REG UNI-M12-D8 -- 000 (485).jpg
262;00368;riduzione  maschio 1/4 maschio 1/2 ottone;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;AIGNEP;;;;;;;;;;;0;0;SCAF 16A RIP  POS  PIANO 4;2;0;2;0;2;0;0;;;04/11/2025;04/11/2025;;;;;Regolare;00368 -- 000 (579).jpg
263;00429;Riduzione  maschio 2  FEMMINA 1° ghisa;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;AIGNEP;;;;;;;;;;;0;0;SCAF 15A RIP  POS  PIANO 5;2;0;2;0;2;0;0;;;10/11/2025;10/11/2025;;;;;Regolare;00429 -- 000 (637).jpeg
264;00428;Riduzione  maschio 2 1/2  FEMMINA 1° ghisa;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;AIGNEP;;;;;;;;;;;0;0;SCAF 15A RIP  POS  PIANO 5;2;0;2;0;2;0;0;;;10/11/2025;10/11/2025;;;;;Regolare;00428 -- 000 (636).jpeg
265;00412;Riduzione  maschio 3/4 FEMMINA 1/2 ghisa;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;AIGNEP;;;;;;;;;;;0;0;SCAF 16A RIP  POS  PIANO 4;4;0;4;0;4;0;0;;;06/11/2025;06/11/2025;;;;;Regolare;00412 -- 000 (620).jpg
266;00413;Riduzione  maschio 3/4 FEMMINA 3/8 ghisa;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;AIGNEP;;;;;;;;;;;0;0;SCAF 16A RIP  POS  PIANO 4;2;0;2;0;2;0;0;;;06/11/2025;06/11/2025;;;;;Regolare;00413 -- 000 (621).jpg
267;00415;Riduzione  maschio 3/8 FEMMINA 1/4 ghisa;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;AIGNEP;;;;;;;;;;;0;0;SCAF 16A RIP  POS  PIANO 4;4;0;4;0;4;0;0;;;06/11/2025;01/12/2025;;;;;Regolare;00415 -- 000 (623).jpg
268;00414;Riduzione  maschio 3/8FEMMINA 1/4 zincato;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;AIGNEP;;;;;;;;;;;0;0;SCAF 16A RIP  POS  PIANO 4;12;0;12;0;12;0;0;;;06/11/2025;06/11/2025;;;;;Regolare;
269;00369;Riduzione maschio 1/2  femmina 1/2 PROLUNGA 25MM ottone;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;AIGNEP;;;;;;;;;;;0;0;SCAF 16A RIP  POS  PIANO 4;3;0;3;0;3;0;0;;;04/11/2025;04/11/2025;;;;;Regolare;00369 -- 000 (580).jpeg
270;00441;Riduzione maschio 1/2 femmina 1/4 ottone;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;AIGNEP;;;;;;;;;;;0;0;SCAF 16A RIP  POS  PIANO 4;3;0;3;0;3;0;0;;;10/11/2025;10/11/2025;;;;;Regolare;00441 -- 000 (647).jpg
271;00371;Riduzione maschio 1/2 femmina 3/4 ottone;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;AIGNEP;;;;;;;;;;;0;0;SCAF 16A RIP  POS  PIANO 4;2;0;2;0;2;0;0;;;04/11/2025;04/11/2025;;;;;Regolare;00371 -- 000 (582).jpeg
272;00379;Riduzione maschio 1/2 maschio 1/4 ottone;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;AIGNEP;;;;;;;;;;;0;0;SCAF 16A RIP  POS  PIANO 4;1;0;1;0;1;0;0;;;04/11/2025;04/11/2025;;;;;Regolare;00379 -- 000 (588).jpeg
273;00407;riduzione maschio 1/2 maschio 3/4 ghisa;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;aignep;;;;;;;;;;;0;0;SCAF 16A RIP  POS  PIANO 4;7;0;7;0;7;0;0;;;06/11/2025;06/11/2025;;;;;Regolare;00407 -- 000 (615).jpg
274;00378;Riduzione maschio 1/2 maschio 3/4 ottone;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;AIGNEP;;;;;;;;;;;0;0;SCAF 16A RIP  POS  PIANO 4;2;0;2;0;2;0;0;;;04/11/2025;04/11/2025;;;;;Regolare;00378 -- 000 (587).jpeg
275;00402;Riduzione maschio 1/2 maschio 3/4 ZINCATO;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;AIGNEP;;;;;;;;;;;0;0;SCAF 16A RIP  POS  PIANO 4;5;0;5;0;5;0;0;;;05/11/2025;05/11/2025;;;;;Regolare;00402 -- 000 (610).jpg
276;00419;Riduzione maschio 1/2 maschio 3/8 ZINCATO;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;AIGNEP;;;;;;;;;;;0;0;SCAF 16A RIP  POS  PIANO 4;5;0;5;0;5;0;0;;;07/11/2025;07/11/2025;;;;;Regolare;00419 -- 000 (627).jpg
277;00370;Riduzione maschio 1/4  femmina 1/2 ottone;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;AIGNEP;;;;;;;;;;;0;0;SCAF 16A RIP  POS  PIANO 4;3;0;3;0;3;0;0;;;04/11/2025;04/11/2025;;;;;Regolare;00370 -- 000 (581).jpeg
278;00403;Riduzione maschio 1/4  femmina 1/2 ZINCATO;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;AIGNEP;;;;;;;;;;;0;0;SCAF 16A RIP  POS  PIANO 4;1;0;1;0;1;0;0;;;05/11/2025;05/11/2025;;;;;Regolare;00403 -- 000 (611).jpg
279;00432;riduzione maschio 1° 1/2  FEMMINA 1°ghisa;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;aignep;;;;;;;;;;;0;0;SCAF 16A RIP  POS  PIANO 4;1;0;1;0;1;0;0;;;10/11/2025;10/11/2025;;;;;Regolare;00432 -- 000 (640).jpeg
280;00433;riduzione maschio 1° 1/4  FEMMINA 3/4 ghisa;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;aignep;;;;;;;;;;;0;0;SCAF 16A RIP  POS  PIANO 4;1;0;1;0;1;0;0;;;10/11/2025;10/11/2025;;;;;Regolare;00433 -- 000 (641).jpeg
281;00372;Riduzione maschio 1° femmina 1° ottone;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;AIGNEP;;;;;;;;;;;0;0;SCAF 16A RIP  POS  PIANO 4;2;0;2;0;2;0;0;;;04/11/2025;04/11/2025;;;;;Regolare;00372 -- 000 (583).jpeg
282;00404;Riduzione maschio 3/8  femmina 1/2 ZINCATO;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;AIGNEP;;;;;;;;;;;0;0;SCAF 16A RIP  POS  PIANO 4;1;0;1;0;1;0;0;;;05/11/2025;05/11/2025;;;;;Regolare;00404 -- 000 (612).jpg
283;00438;Riduzione maschio 3/8  femmina 1/4 zincato;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;AIGNEP;;;;;;;;;;;0;0;SCAF 16A RIP  POS  PIANO 4;1;0;1;0;1;0;0;;;10/11/2025;10/11/2025;;;;;Regolare;00438 -- 000 (646).jpeg
284;CONTENITORE-GRANDE;"Riferimento: AT6422A5101
Quantità per confezione: 2
Dimensioni utili interne: 555 x 355 x 216h mm
Portata (Kg): 20.00
Portata in sovrapposizione (Kg): 300.00
Passo di sovrapposizione (mm): 209
Altezza utile impilate (mm): 205
Volume: 40.00 L";Art. con magazzino;MATERIALE DI CONSUMO;;;22;;;;;;;;;;IMILANI;;;;;2047;Di Emidio Srl;AT6422A5101;;;;0;0;SOPPALCO;16;0;16;0;16;0;0;;;29/09/2021;09/03/2022;;€ 13,50;€ 13,50;;Regolare;CONTENITORE-GRANDE -- 000 (197).jpg
285;RILSAN-10;Rilsan in poliammide Diametro esterno 10X8mm;Art. con magazzino;MATERIALE DI CONSUMO;;mt;22;;;;;;;;p203450003;;;;;;;;;pa12ehf.0300;;;;0;0;SCAFFALE 1 PIANO 2;50;0;50;0;50;0;0;;;27/09/2021;28/09/2021;;;;;Regolare;RILSAN-10 -- 000 (152).jpeg
286;RILSAN-12;Rilsan in poliammide Diametro esterno 12X12X1mm;Art. con magazzino;MATERIALE DI CONSUMO;;mt;22;;;;;;;;t2h012010nt0025z;;;;;;;;;t2h012010nt0025z;;;;0;0;SCAFFALE 1 PIANO 2;25;0;25;0;25;0;0;;;27/09/2021;27/09/2021;;;;;Regolare;RILSAN-12 -- 000 (153).jpeg
287;RILSAN-4;Rilsan in poliammide Diametro esterno 4X2mm;Art. con magazzino;MATERIALE DI CONSUMO;;mt;22;;;;;;;;;;;;;;;;;;;;;0;0;SCAFFALE 1 PIANO 1;50;0;50;0;50;0;0;;;27/09/2021;27/09/2021;;;;;Regolare;RILSAN-4 -- 000 (150).jpeg
288;00420;ruduzione  maschio 1/4 maschio 1/2 zincato;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;AIGNEP;;;;;;;;;;;0;0;SCAF 16A RIP  POS  PIANO 4;1;0;1;0;1;0;0;;;07/11/2025;07/11/2025;;;;;Regolare;00420 -- 000 (628).jpg
289;00516;Ruote in poliuretano TR, DIAMETRO 150 FISSE;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;"Descrizione ruota
Rivestimento in poliuretano colato ""TR,DIAMETRO 150, FISSE";;;tellure;;;;;2047;Di Emidio Srl;656604;;;;0;0;SCAF 16A RIP1  POS1  PIANO5;4;0;4;0;4;0;0;;;27/11/2025;27/11/2025;;;;;Regolare;00516 -- 000 (711).jpg
290;00325;Ruote in poliuretano TR, nucleo in alluminio, supporto rotante piastra;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;"Descrizione ruota
Rivestimento in poliuretano colato ""TR""; durezza 92+/-3 Shore A. Nucleo in alluminio pressofuso.
Mozzo con cuscinetti a sfera
Il mozzo è ottenuto tramite stampaggio ed è sede per cuscinetti a sfera.
Supporto rotante piastra P
Supporto costituito da piastra, anello tenuta sfere e forcella in lamiera d'acciaio zincato giallo elettroliticamente ; organo di rotazione formato da due giri sfere lubrificati a grasso e protezione con anello parapolvere in poliammide 6. Perno centrale formato da vite classe 8.8 e dado.";8007554033111;;tellure;;;;;2047;Di Emidio Srl;657604;;;;0;0;SCAF 16A RIP  POS2  PIANO 5;9;0;9;0;9;0;0;;;20/05/2025;27/11/2025;;;;;Regolare;00325 -- 000 (541).JPG
291;SCAT-DERIVAZIONE-ALL-154X129X58-IP66;"SCATOLA DI DERIVAZIONE IP66 IN ALLUMINIO 
DIMENSIONE 154X129X58-IP66";Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;8033648018450;;SACME;;;;;2084;D'ELPIDIO S.R.L;653,02;;;;0;0;SCAFFALE 8 PIANO 3;2;0;2;0;2;0;0;;;28/07/2023;28/07/2023;;;;;Regolare;SCAT-DERIVAZIONE-ALL-154X129X58-IP66 -- 000 (450).jpg
292;SEGA-6800X20X0,90-Tpi-10/14-M42-PRIME;Sega per friggi tipo lamiera standard;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;Diatech;;;;;2085;Diatech S.R.L.;;;;10;0;5;APPESA DIETRO RECINTO SEGA;48;0;48;0;48;0;0;;;04/05/2022;31/10/2025;;;;;Regolare;SEGA-6800X20X0,90-Tpi-10-14-M42-PRIME -- 000 (333).jpg
293;SEGA-4600X27X0,90-Tpi-10/14-m42-PRIME;Sega per taglio spessori longitudinale;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;Diatech;;;;;2085;Diatech S.R.L.;;;;10;0;2;APPESA DIETRO PIALLA;29;0;29;0;29;0;0;;;04/05/2022;31/10/2025;;;;;Regolare;SEGA-4600X27X0,90-Tpi-10-14-m42-PRIME -- 000 (336).jpg
294;SILENZIATORE-1/4;Silenziatore con maschio filettato 1/4;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;aignep;;;;;;;;;;;0;0;SCAFFALE 12 PIANO 6;3;0;3;0;3;0;0;;;05/10/2021;13/10/2022;;;;;Regolare;SILENZIATORE-1-4 -- 000 (244).jpeg
295;SILENZIATORE-M1/8;Silenziatore con maschio filettato 1/8;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;aignep;;;;;;;07030 00 002;;;;0;0;SCAFFALE 12 PIANO 6;14;0;14;0;14;0;0;;;29/09/2021;07/08/2023;;;;;Regolare;SILENZIATORE-M1-8 -- 000 (200).jpg
296;SILENZIATORE-3/8;Silenziatore con maschio filettato 3/8;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;aignep;;;;;;;;;;;0;0;SCAFFALE 12 PIANO 6;4;0;4;0;4;0;0;;;05/10/2021;14/01/2022;;;;;Regolare;SILENZIATORE-3-8 -- 000 (245).jpeg
297;SPAZZOLINO-ACCIAO;spazzolino di acciaio;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;;;;;;;;;;;;0;0;SCAFFALE 11 PIANO 3;22;0;22;0;22;0;0;;;23/09/2021;23/09/2021;;;;;Regolare;
298;00424;TAPPO 1/4 MASCHIO ottone con     o-ring;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;AIGNEP;;;;;2047;Di Emidio Srl;;;;;0;0;SCAF 16A RIP  POS  PIANO 4;2;0;2;0;2;0;0;;;07/11/2025;07/11/2025;;;;;Regolare;00424 -- 000 (632).jpg
299;00381;TAPPO IDRAULICO E PNEUMATICO 1/2 MASCHIO OTTONE;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;AIGNEP;;;;;2047;Di Emidio Srl;;;;;0;0;SCAF 16A RIP  POS  PIANO 4;8;0;8;0;8;0;0;;;04/11/2025;04/11/2025;;;;;Regolare;00381 -- 000 (589).jpeg
300;00422;TAPPO IDRAULICO E PNEUMATICO 1/4 MASCHIO;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;AIGNEP;;;;;2047;Di Emidio Srl;;;;;0;0;SCAF 16A RIP  POS  PIANO 4;40;0;40;0;40;0;0;;;07/11/2025;28/11/2025;;;;;Regolare;00422 -- 000 (630).jpeg
301;00423;TAPPO IDRAULICO E PNEUMATICO 1/4 MASCHIO con o-ring;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;AIGNEP;;;;;2047;Di Emidio Srl;;;;;0;0;SCAF 16A RIP  POS  PIANO 4;5;0;5;0;5;0;0;;;07/11/2025;07/11/2025;;;;;Regolare;00423 -- 000 (631).jpg
302;00421;TAPPO IDRAULICO E PNEUMATICO 3/8 MASCHIO;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;AIGNEP;;;;;2047;Di Emidio Srl;;;;;0;0;SCAF 16A RIP  POS  PIANO 4;32;0;32;0;32;0;0;;;07/11/2025;10/11/2025;;;;;Regolare;00421 -- 000 (629).jpeg
303;00555;tappo per tubo colla linea 2400;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;;;;;;;;;;;;0;0;SCAF 17A RIP  POS  PIANO4;3;0;3;0;3;0;0;;;02/02/2026;02/02/2026;;;;;Regolare;00555 -- 000 (736).jpeg
304;INGRASSATORE-M6;testa ingrassatore m6;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;;;;;;;;;;;;0;0;SCAFFALE 12 PIANO 6;10;0;10;0;10;0;0;;;29/09/2021;29/09/2021;;;;;Regolare;INGRASSATORE-M6 -- 000 (202).jpg
305;00471;testa ingrassatore m6 GAMBO PROLUNGATO;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;;;;;;;;;;;;0;0;SCAFFALE 12 PIANO 6;27;0;27;0;27;0;0;;;24/11/2025;26/11/2025;;;;;Regolare;00471 -- 000 (676).jpeg
306;INGRASSATORE-M8;testa ingrassatore m8;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;;;;;;;;;;;;0;0;SCAFFALE 12 PIANO 6;10;0;10;0;10;0;0;;;29/09/2021;29/09/2021;;;;;Regolare;INGRASSATORE-M8 -- 000 (201).jpg
307;CARTUCCIA- COLLA;tubetto per pistola colla a caldo;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;;;;;;;;;;;;0;0;SCAFFALE 11 PIANO 2;11;0;11;0;11;0;0;;;23/09/2021;23/09/2021;;;;;Regolare;
308;COPRIRULLO-CESTA-CONTAINER;Tubo in gomma per rivestimento rulli cesta di carico container;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;alfagomma;;;;;;;;;;;0;0;SCAFFALE 5 PIANO 3;23;0;23;0;23;0;0;;;05/10/2021;05/10/2021;;;;;Regolare;COPRIRULLO-CESTA-CONTAINER -- 000 (240).jpg
309;TUBO-SPIRALATO-D20;TUBO SPIRALATO PVC E ACCIAIO 20 X 27MM;Art. con magazzino;MATERIALE DI CONSUMO;;mt;22;;;;;;;;;;;;;;;;;;;;;0;0;;30;0;30;0;30;0;0;;;28/09/2021;28/09/2021;;;;;Regolare;TUBO-SPIRALATO-D20 -- 000 (169).jpg
310;00362;Valvola a sfera 90° filetto femm 1/2 pollice/filetto MASCHIO 3/4 pollice;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;caleffi;;;;;;;;;;;0;0;SCAF 15A RIP  POS  PIANO 6;2;0;2;0;2;0;0;;;03/11/2025;03/11/2025;;;;;Regolare;00362 -- 000 (574).jpg
311;00546;Valvola a sfera ad angolo in ottone 1/2 police con attuatore a piastra per essere automatizzata o controllata a distanza;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;caleffi;;;;;;;;;;;0;0;SCAF 15A RIP  POS  PIANO 5;7;0;7;0;7;0;0;;;01/12/2025;01/12/2025;;;;;Regolare;00546 -- 000 (728).jpeg
312;00358;"Valvola a sfera filetto femm/filetto femm 1/2 pollice
VALVOLA-SFERA-M/F-1/2";Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;caleffi;;;;;;;;;;;0;0;SCAF 15A RIP  POS  PIANO 6;10;0;10;0;10;0;0;;;27/09/2021;03/11/2025;;;;;Regolare;00358 -- 000 (127).jpeg
313;VALVOLA-SFERA-F/F-1/4;Valvola a sfera filetto femm/filetto femm 1/4;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;aignep;;;;;;;;;;;0;0;SCAFFALE 12 PIANO 6;6;0;6;0;6;0;0;;;23/09/2021;23/09/2021;;;;;Regolare;
314;00359;Valvola a sfera filetto femm/filetto femm 3/4;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;aignep;;;;;;;;;;;0;0;SCAF 15A RIP  POS  PIANO 6;8;0;8;0;8;0;0;;;03/11/2025;03/11/2025;;;;;Regolare;00359 -- 000 (571).jpg
315;00552;VALVOLA DI NON RITORNO 1/2 FEMMINA FEMMINA OTTONE;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;caleffi;;;;;;;;;;;0;0;SCAF 16A RIP  POS  PIANO 4;4;0;4;0;4;0;0;;;07/01/2026;07/01/2026;;;;;Regolare;00552 -- 000 (733).jpeg
316;00383;VALVOLA DI NON RITORNO 3/4 FEMMINA FEMMINA OTTONE;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;caleffi;;;;;;;;;;;0;0;SCAF 16A RIP  POS  PIANO 4;2;0;2;0;2;0;0;;;04/11/2025;04/11/2025;;;;;Regolare;00383 -- 000 (591).jpeg
317;00382;VALVOLA DI NON RITORNO 3/8 FEMMINA FEMMINA OTTONE;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;caleffi;;;;;;;;;;;0;0;SCAF 16A RIP  POS  PIANO 4;6;0;6;0;6;0;0;;;04/11/2025;04/11/2025;;;;;Regolare;00382 -- 000 (590).jpeg
318;VALVOLA-PNEUPATICA-ELETTROATTUATA;valvola elettroattuata pneumatica senza bobbina fem.fem.1/4;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;;;;;;;;;;;;0;0;SCAFFALE 12 PIANO 5;8;0;8;0;8;0;0;;;28/09/2021;28/09/2021;;;;;Regolare;VALVOLA-PNEUPATICA-ELETTROATTUATA -- 000 (186).jpeg
319;00539;"VALVOLA PNEUMATICA MOD.BE-3150
PORTATA NOMINALE 14801/MIN.
PRESSIONE DI ESERCIZIO DA 2A10BAR 
TEMP DEL FLUIDO DA -10 A 50°C";Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;aignep;;;;;;;;;;;0;0;SCAFFALE 9 PIANO 3;1;0;1;0;1;0;0;;;28/11/2025;28/11/2025;;;;;Regolare;00539 -- 000 (722).jpeg
320;ASP-ELICOIDALI-316;Ventola aspirazione elicoidale con dimensione di installazione 380x380x151;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;8010300422275;;Vortice;;;;;;;;;;;0;0;SCAFFALE 8 PIANO 3;1;0;1;0;1;0;0;;;24/09/2021;24/09/2021;;;;;Regolare;
321;00469;VIBRATORE PNEUMATICO VVK20 A SFERA;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;;;;;;;;237090;;;;0;0;SCAFFALE 2 PIANO 3;1;0;1;0;1;0;0;;;24/11/2025;24/11/2025;;;;;Regolare;00469 -- 000 (674).jpg
322;CAVO-INTRECCIATO-6MM;Cavo diametro 6mm intrecciato in acciaio per i caricatori della linea;Art. con magazzino;RICAMBI LINEE;;mt;22;;;;;;;;;;;;;;;;;;;;;0;0;SCAFFALE 13 PIANO TERRA;300;60;240;0;240;0;1,12;04/09/2043;04/09/2043;24/09/2021;24/07/2025;24/07/2025;;;;Regolare;CAVO-INTRECCIATO-6MM -- 000 (110).jpg
323;FILTRO-ASPIRAZIONE-L940-D170;Filtro aspirazione polverino Tappo Nero;Art. con magazzino;RICAMBI LINEE;PNEUMATICO;pz;22;;;;;;;;;;Maf Filtri;;;;;;;B2900002PM;;;;0;0;SCAFFALE 4 PIANO A TERRA;46;32;14;0;14;0;0,6;16/01/2028;14/01/2028;22/09/2021;22/09/2021;11/10/2024;;;;Regolare;
324;CINGHIA-DENTATA-8-M30;Cinghia dentata metraggio tipo 8M30;Art. con magazzino;RICAMBI LINEE;PNEUMATICO;mt;22;;;;;;;;;;;;;;;2082;GAGLIOTI RICAMBI INDUSTRIALI DI GAGLIOTI DANTE E C. S.N.C.;CDS8M30;€ 19,25;;;0;0;SCAFFALE 10 PIANO 6;162,8;31;131,8;0;131,8;0;0,58;15/09/2044;15/09/2044;30/09/2021;09/02/2023;09/03/2023;€ 19,91;€ 19,25;;Regolare;CINGHIA-DENTATA-8-M30 -- 000 (228).jpg
325;SUPPORTO-UCFL205-FORO25-COMPLETO-2FORI;Supporto completo di cuscinetto foro 25 snodato;Art. con magazzino;RICAMBI LINEE;MECCANICO;pz;22;;;;;;;;7316579751773;;nachi;;;;;2047;Di Emidio Srl;supucfl205;€ 32,43;;;0;0;SCAF 5 P2  POSTO 2/A;28;26;2;0;2;0;0,53;06/06/2026;05/06/2026;31/01/2022;30/03/2022;04/03/2024;€ 32,43;€ 32,43;;Regolare;SUPPORTO-UCFL205-FORO25-COMPLETO-2FORI -- 000 (319).jpg
